UDI,Product_ID,Type,Air_temperature_K,Process_temperature_K,Rotational_speed_rpm,Torque_Nm,Tool_wear_min,label,Power_kw,Combined_Energy,Temp_Delta,High_Temp_Flag,Wear_x_Torque,Stress_Index,Torque_per_Wear,Speed_x_Temp,Torque_sq,Speed_sq,Temp_Squared,Log_Tool_Wear,Wear_Bin
4206,L51385,L,302.3,310.8,1723,26.3,213,0,45.3149,9652.0737,8.5,1,5601.900000000001,366999,0.12289719626168225,535508.4,691.69,2968729,96596.64000000001,5.365976015021851,3
4207,M19066,M,302.3,310.8,1721,28.4,215,0,48.8764,10508.426,8.5,1,6106.0,370015,0.13148148148148148,534886.8,806.56,2961841,96596.64000000001,5.375278407684165,3
4208,M19067,M,302.3,310.9,1710,30.4,218,1,51.984,11332.512,8.599999999999966,1,6627.2,372780,0.13881278538812786,531639.0,924.16,2924100,96658.80999999998,5.389071729816501,3
4209,M19068,M,302.3,310.9,1627,32.3,0,0,52.552099999999996,0.0,8.599999999999966,1,0.0,0,32.3,505834.3,1043.2899999999997,2647129,96658.80999999998,0.0,0
4210,M19069,M,302.2,310.8,1422,47.0,3,0,66.834,200.502,8.600000000000023,1,141.0,4266,11.75,441957.60000000003,2209.0,2022084,96596.64000000001,1.3862943611198906,0
4211,L51390,L,302.1,310.8,1565,35.3,6,0,55.244499999999995,331.467,8.699999999999989,1,211.79999999999998,9390,5.042857142857143,486402.0,1246.0899999999997,2449225,96596.64000000001,1.9459101490553132,0
4212,L51391,L,302.1,310.7,1314,52.8,8,1,69.3792,555.0336,8.599999999999966,1,422.4,10512,5.866666666666666,408259.8,2787.8399999999997,1726596,96534.48999999999,2.1972245773362196,0
4213,M19072,M,302.0,310.6,1392,60.5,10,0,84.216,842.16,8.600000000000023,1,605.0,13920,5.5,432355.2,3660.25,1937664,96472.36000000002,2.3978952727983707,0
4214,L51393,L,302.1,310.7,1465,40.7,13,0,59.62550000000001,775.1315000000001,8.599999999999966,1,529.1,19045,2.9071428571428575,455175.5,1656.4900000000002,2146225,96534.48999999999,2.6390573296152584,0
4215,L51394,L,301.9,310.6,1573,36.6,15,0,57.5718,863.577,8.700000000000045,1,549.0,23595,2.2875,488573.80000000005,1339.5600000000002,2474329,96472.36000000002,2.772588722239781,0
4216,M19075,M,302.0,310.7,2157,17.8,17,0,38.3946,652.7081999999999,8.699999999999989,1,302.6,36669,0.9888888888888889,670179.9,316.84000000000003,4652649,96534.48999999999,2.8903717578961645,0
4217,L51396,L,301.9,310.7,1370,50.3,20,0,68.911,1378.22,8.800000000000011,1,1006.0,27400,2.395238095238095,425659.0,2530.0899999999997,1876900,96534.48999999999,3.044522437723423,0
4218,L51397,L,301.9,310.6,1462,38.8,22,0,56.7256,1247.9632,8.700000000000045,1,853.5999999999999,32164,1.6869565217391302,454097.2,1505.4399999999998,2137444,96472.36000000002,3.1354942159291497,0
4219,M19078,M,302.0,310.6,1479,40.5,24,0,59.8995,1437.5880000000002,8.600000000000023,1,972.0,35496,1.62,459377.4,1640.25,2187441,96472.36000000002,3.2188758248682006,0
4220,L51399,L,301.9,310.7,1717,26.8,27,0,46.0156,1242.4212,8.800000000000011,1,723.6,46359,0.9571428571428572,533471.9,718.24,2948089,96534.48999999999,3.332204510175204,0
4221,M19080,M,301.9,310.6,1260,65.9,29,0,83.034,2407.9860000000003,8.700000000000045,1,1911.1000000000001,36540,2.1966666666666668,391356.0,4342.81,1587600,96472.36000000002,3.4011973816621555,0
4222,L51401,L,301.9,310.6,1467,39.3,32,0,57.6531,1844.8992,8.700000000000045,1,1257.6,46944,1.190909090909091,455650.2,1544.4899999999998,2152089,96472.36000000002,3.4965075614664802,0
4223,M19082,M,302.0,310.6,1535,38.6,34,0,59.251,2014.5339999999999,8.600000000000023,1,1312.4,52190,1.102857142857143,476771.00000000006,1489.96,2356225,96472.36000000002,3.5553480614894135,0
4224,L51403,L,302.0,310.7,1657,31.9,37,0,52.85829999999999,1955.7570999999998,8.699999999999989,1,1180.3,61309,0.8394736842105263,514829.89999999997,1017.6099999999999,2745649,96534.48999999999,3.6375861597263857,0
4225,L51404,L,302.0,310.7,1698,28.1,39,0,47.713800000000006,1860.8382000000001,8.699999999999989,1,1095.9,66222,0.7025,527568.6,789.6100000000001,2883204,96534.48999999999,3.6888794541139363,0
4226,L51405,L,302.1,310.7,1359,49.3,41,1,66.9987,2746.9467,8.599999999999966,1,2021.3,55719,1.1738095238095236,422241.3,2430.49,1846881,96534.48999999999,3.7376696182833684,0
4227,L51406,L,302.1,310.8,1596,37.1,43,0,59.211600000000004,2546.0988,8.699999999999989,1,1595.3,68628,0.8431818181818183,496036.80000000005,1376.41,2547216,96596.64000000001,3.784189633918261,0
4228,L51407,L,302.2,310.8,1383,46.9,45,0,64.8627,2918.8215,8.600000000000023,1,2110.5,62235,1.0195652173913043,429836.4,2199.6099999999997,1912689,96596.64000000001,3.828641396489095,0
4229,L51408,L,302.2,310.8,2203,16.6,47,0,36.5698,1718.7806,8.600000000000023,1,780.2,103541,0.3458333333333334,684692.4,275.56000000000006,4853209,96596.64000000001,3.871201010907891,0
4230,M19089,M,302.2,310.8,1408,46.8,49,0,65.89439999999999,3228.8255999999997,8.600000000000023,1,2293.2,68992,0.9359999999999999,437606.4,2190.24,1982464,96596.64000000001,3.912023005428146,0
4231,L51410,L,302.2,310.8,1673,32.9,52,0,55.0417,2862.1684,8.600000000000023,1,1710.8,86996,0.620754716981132,519968.4,1082.4099999999999,2798929,96596.64000000001,3.970291913552122,0
4232,L51411,L,302.2,310.8,1340,47.8,54,0,64.05199999999999,3458.8079999999995,8.600000000000023,1,2581.2,72360,0.869090909090909,416472.0,2284.8399999999997,1795600,96596.64000000001,4.007333185232471,1
4233,L51412,L,302.2,310.9,1452,42.3,56,0,61.419599999999996,3439.4975999999997,8.699999999999989,1,2368.7999999999997,81312,0.7421052631578947,451426.8,1789.2899999999997,2108304,96658.80999999998,4.04305126783455,1
4234,M19093,M,302.2,310.9,1302,53.4,58,0,69.52680000000001,4032.5544000000004,8.699999999999989,1,3097.2,75516,0.9050847457627118,404791.8,2851.56,1695204,96658.80999999998,4.07753744390572,1
4235,H33648,H,302.2,310.9,1522,35.9,61,0,54.639799999999994,3333.0278,8.699999999999989,1,2189.9,92842,0.5790322580645161,473189.8,1288.81,2316484,96658.80999999998,4.127134385045092,1
4236,L51415,L,302.2,310.8,1438,41.4,66,0,59.533199999999994,3929.1911999999998,8.600000000000023,1,2732.4,94908,0.617910447761194,446930.4,1713.9599999999998,2067844,96596.64000000001,4.204692619390966,1
4237,L51416,L,302.2,310.9,1604,40.5,68,0,64.962,4417.416,8.699999999999989,1,2754.0,109072,0.5869565217391305,498683.6,1640.25,2572816,96658.80999999998,4.23410650459726,1
4238,L51417,L,302.2,311.0,1832,23.2,70,0,42.5024,2975.168,8.800000000000011,1,1624.0,128240,0.3267605633802817,569752.0,538.24,3356224,96721.0,4.2626798770413155,1
4239,M19098,M,302.3,311.0,1521,34.8,72,0,52.9308,3811.0175999999997,8.699999999999989,1,2505.6,109512,0.4767123287671233,473031.0,1211.0399999999997,2313441,96721.0,4.290459441148391,1
4240,L51419,L,302.3,311.0,1446,37.6,75,0,54.3696,4077.72,8.699999999999989,1,2820.0,108450,0.4947368421052632,449706.0,1413.7600000000002,2090916,96721.0,4.330733340286331,1
4241,L51420,L,302.4,311.1,1905,20.9,77,0,39.8145,3065.7165,8.700000000000045,1,1609.3,146685,0.26794871794871794,592645.5,436.80999999999995,3629025,96783.21000000002,4.356708826689592,1
4242,L51421,L,302.4,311.0,1475,47.9,79,0,70.6525,5581.547500000001,8.600000000000023,1,3784.1,116525,0.59875,458725.0,2294.41,2175625,96721.0,4.382026634673881,1
4243,L51422,L,302.4,311.0,1462,48.5,81,0,70.907,5743.467,8.600000000000023,1,3928.5,118422,0.5914634146341463,454682.0,2352.25,2137444,96721.0,4.406719247264253,1
4244,M19103,M,302.4,310.9,1435,42.3,83,0,60.70049999999999,5038.141499999999,8.5,1,3510.8999999999996,119105,0.5035714285714286,446141.49999999994,1789.2899999999997,2059225,96658.80999999998,4.430816798843313,1
4245,L51424,L,302.4,310.9,1469,39.6,86,0,58.1724,5002.8264,8.5,1,3405.6,126334,0.45517241379310347,456712.1,1568.16,2157961,96658.80999999998,4.465908118654584,1
4246,M19105,M,302.6,311.1,1520,43.0,88,0,65.36,5751.68,8.5,1,3784.0,133760,0.48314606741573035,472872.00000000006,1849.0,2310400,96783.21000000002,4.48863636973214,1
4247,L51426,L,302.6,311.0,1537,35.5,91,0,54.5635,4965.278499999999,8.399999999999977,1,3230.5,139867,0.3858695652173913,478007.0,1260.25,2362369,96721.0,4.5217885770490405,1
4248,L51427,L,302.6,311.0,1369,60.0,93,1,82.14,7639.02,8.399999999999977,1,5580.0,127317,0.6382978723404256,425759.0,3600.0,1874161,96721.0,4.543294782270004,1
4249,L51428,L,302.6,311.0,1506,37.2,95,0,56.0232,5322.204000000001,8.399999999999977,1,3534.0000000000005,143070,0.3875,468366.0,1383.8400000000001,2268036,96721.0,4.564348191467836,1
4250,L51429,L,302.5,310.9,1330,56.9,97,1,75.677,7340.669000000001,8.399999999999977,1,5519.3,129010,0.5806122448979592,413496.99999999994,3237.6099999999997,1768900,96658.80999999998,4.584967478670572,1
4251,L51430,L,302.6,311.0,1660,38.0,99,0,63.08,6244.92,8.399999999999977,1,3762.0,164340,0.38,516260.0,1444.0,2755600,96721.0,4.605170185988092,1
4252,H33665,H,302.5,310.9,1356,55.5,101,1,75.258,7601.058,8.399999999999977,1,5605.5,136956,0.5441176470588235,421580.39999999997,3080.25,1838736,96658.80999999998,4.624972813284271,1
4253,H33666,H,302.6,311.0,1438,51.0,106,0,73.338,7773.8279999999995,8.399999999999977,1,5406.0,152428,0.4766355140186916,447218.0,2601.0,2067844,96721.0,4.672828834461906,1
4254,M19113,M,302.6,311.0,1329,48.6,111,1,64.5894,7169.4234,8.399999999999977,1,5394.6,147519,0.43392857142857144,413319.0,2361.96,1766241,96721.0,4.718498871295094,2
4255,L51434,L,302.6,311.0,1284,68.0,114,1,87.312,9953.568,8.399999999999977,1,7752.0,146376,0.591304347826087,399324.0,4624.0,1648656,96721.0,4.74493212836325,2
4256,M19115,M,302.5,311.0,1387,52.1,116,0,72.2627,8382.4732,8.5,1,6043.6,160892,0.4452991452991453,431357.0,2714.4100000000003,1923769,96721.0,4.762173934797756,2
4257,M19116,M,302.6,311.0,1591,33.9,119,0,53.93489999999999,6418.253099999999,8.399999999999977,1,4034.1,189329,0.2825,494801.0,1149.2099999999998,2531281,96721.0,4.787491742782046,2
4258,M19117,M,302.6,311.0,1589,39.0,122,0,61.971,7560.4619999999995,8.399999999999977,1,4758.0,193858,0.3170731707317073,494179.0,1521.0,2524921,96721.0,4.812184355372417,2
4259,M19118,M,302.7,311.1,1297,60.7,125,1,78.7279,9840.987500000001,8.400000000000034,1,7587.5,162125,0.48174603174603176,403496.7,3684.4900000000002,1682209,96783.21000000002,4.836281906951478,2
4260,L51439,L,302.7,311.2,1545,35.1,128,0,54.2295,6941.376,8.5,1,4492.8,197760,0.27209302325581397,480804.0,1232.01,2387025,96845.43999999999,4.859812404361672,2
4261,H33674,H,302.7,311.1,1418,43.4,130,0,61.541199999999996,8000.356,8.400000000000034,1,5642.0,184340,0.3312977099236641,441139.80000000005,1883.56,2010724,96783.21000000002,4.875197323201151,2
4262,L51441,L,302.7,311.1,1730,28.1,135,0,48.613,6562.755,8.400000000000034,1,3793.5,233550,0.20661764705882354,538203.0,789.6100000000001,2992900,96783.21000000002,4.912654885736052,2
4263,L51442,L,302.6,311.0,2001,20.7,137,0,41.4207,5674.635899999999,8.399999999999977,1,2835.9,274137,0.15,622311.0,428.48999999999995,4004001,96721.0,4.927253685157205,2
4264,L51443,L,302.6,311.0,1620,36.2,139,0,58.644000000000005,8151.5160000000005,8.399999999999977,1,5031.8,225180,0.2585714285714286,503820.0,1310.4400000000003,2624400,96721.0,4.941642422609304,2
4265,M19124,M,302.6,311.0,1542,39.7,141,0,61.217400000000005,8631.653400000001,8.399999999999977,1,5597.700000000001,217422,0.2795774647887324,479562.0,1576.0900000000001,2377764,96721.0,4.955827057601261,2
4266,L51445,L,302.6,311.0,1424,38.0,144,0,54.112,7792.128000000001,8.399999999999977,1,5472.0,205056,0.2620689655172414,442864.0,1444.0,2027776,96721.0,4.976733742420574,2
4267,L51446,L,302.7,311.1,1440,39.5,146,0,56.88,8304.48,8.400000000000034,1,5767.0,210240,0.2687074829931973,447984.00000000006,1560.25,2073600,96783.21000000002,4.990432586778736,2
4268,L51447,L,302.6,311.0,1520,42.8,148,0,65.056,9628.288,8.399999999999977,1,6334.4,224960,0.287248322147651,472720.0,1831.8399999999997,2310400,96721.0,5.003946305945459,2
4269,L51448,L,302.7,311.0,1694,29.8,150,0,50.4812,7572.18,8.300000000000011,1,4470.0,254100,0.19735099337748344,526834.0,888.0400000000001,2869636,96721.0,5.017279836814924,2
4270,L51449,L,302.6,311.0,1610,39.2,152,0,63.11200000000001,9593.024000000001,8.399999999999977,1,5958.400000000001,244720,0.2562091503267974,500710.0,1536.6400000000003,2592100,96721.0,5.030437921392435,2
4271,L51450,L,302.6,310.9,1331,52.0,154,1,69.212,10658.648000000001,8.299999999999955,1,8008.0,204974,0.33548387096774196,413807.89999999997,2704.0,1771561,96658.80999999998,5.043425116919247,2
4272,L51451,L,302.6,310.8,1470,41.2,156,0,60.56400000000001,9447.984,8.199999999999989,1,6427.200000000001,229320,0.2624203821656051,456876.0,1697.4400000000003,2160900,96596.64000000001,5.056245805348308,2
4273,L51452,L,302.5,310.8,1577,36.9,158,0,58.1913,9194.2254,8.300000000000011,1,5830.2,249166,0.2320754716981132,490131.60000000003,1361.61,2486929,96596.64000000001,5.0689042022202315,2
4274,L51453,L,302.6,310.8,1486,36.4,160,0,54.0904,8654.464,8.199999999999989,1,5824.0,237760,0.22608695652173913,461848.8,1324.9599999999998,2208196,96596.64000000001,5.081404364984463,2
4275,L51454,L,302.4,310.6,1445,40.3,162,0,58.23349999999999,9433.827,8.200000000000045,1,6528.599999999999,234090,0.24723926380368097,448817.00000000006,1624.0899999999997,2088025,96472.36000000002,5.093750200806762,2
4276,M19135,M,302.4,310.5,1500,36.7,164,0,55.050000000000004,9028.2,8.100000000000023,1,6018.8,246000,0.22242424242424244,465750.0,1346.89,2250000,96410.25,5.10594547390058,3
4277,M19136,M,302.2,310.4,1456,47.5,167,0,69.16,11549.72,8.199999999999989,1,7932.5,243152,0.28273809523809523,451942.39999999997,2256.25,2119936,96348.15999999999,5.123963979403259,3
4278,L51457,L,302.2,310.4,1743,28.1,170,0,48.978300000000004,8326.311000000002,8.199999999999989,1,4777.0,296310,0.16432748538011696,541027.2,789.6100000000001,3038049,96348.15999999999,5.14166355650266,3
4279,L51458,L,302.0,310.1,1409,50.4,172,0,71.0136,12214.339199999999,8.100000000000023,0,8668.8,242348,0.2913294797687861,436930.9,2540.16,1985281,96162.01000000001,5.153291594497779,3
4280,L51459,L,302.0,310.1,1361,45.4,174,1,61.7894,10751.3556,8.100000000000023,0,7899.599999999999,236814,0.2594285714285714,422046.10000000003,2061.16,1852321,96162.01000000001,5.1647859739235145,3
4281,L51460,L,302.1,310.1,1753,28.9,176,0,50.661699999999996,8916.4592,8.0,0,5086.4,308528,0.16327683615819208,543605.3,835.2099999999999,3073009,96162.01000000001,5.176149732573829,3
4282,L51461,L,302.0,310.0,1832,22.9,178,0,41.952799999999996,7467.598399999999,8.0,0,4076.2,326096,0.12793296089385475,567920.0,524.41,3356224,96100.0,5.187385805840755,3
4283,L51462,L,301.9,309.9,1374,48.5,180,1,66.639,11995.019999999999,8.0,0,8730.0,247320,0.26795580110497236,425802.6,2352.25,1887876,96038.00999999998,5.198497031265826,3
4284,M19143,M,301.8,309.9,1334,61.0,182,1,81.374,14810.068,8.099999999999966,0,11102.0,242788,0.3333333333333333,413406.6,3721.0,1779556,96038.00999999998,5.209486152841421,3
4285,L51464,L,301.8,310.0,1493,40.3,185,0,60.167899999999996,11131.0615,8.199999999999989,0,7455.499999999999,276205,0.21666666666666665,462830.0,1624.0899999999997,2229049,96100.0,5.225746673713202,3
4286,L51465,L,301.7,309.9,1317,49.0,187,1,64.533,12067.671,8.199999999999989,0,9163.0,246279,0.26063829787234044,408138.3,2401.0,1734489,96038.00999999998,5.236441962829949,3
4287,M19146,M,301.7,309.9,1434,47.9,189,0,68.6886,12982.1454,8.199999999999989,0,9053.1,271026,0.2521052631578947,444396.6,2294.41,2056356,96038.00999999998,5.247024072160486,3
4288,M19147,M,301.7,309.9,1457,39.2,192,0,57.1144,10965.964800000002,8.199999999999989,0,7526.400000000001,279744,0.20310880829015546,451524.3,1536.6400000000003,2122849,96038.00999999998,5.262690188904886,3
4289,M19148,M,301.7,310.0,1391,50.6,195,0,70.3846,13724.997000000001,8.300000000000011,0,9867.0,271245,0.25816326530612244,431210.0,2560.36,1934881,96100.0,5.278114659230517,3
4290,M19149,M,301.8,310.0,1781,23.9,198,0,42.56589999999999,8428.0482,8.199999999999989,0,4732.2,352638,0.12010050251256281,552110.0,571.2099999999999,3171961,96100.0,5.293304824724492,3
4291,L51470,L,301.8,310.0,1642,32.6,201,0,53.5292,10759.369200000001,8.199999999999989,0,6552.6,330042,0.1613861386138614,509020.0,1062.76,2696164,96100.0,5.308267697401205,3
4292,L51471,L,301.8,310.0,2032,19.0,203,0,38.608,7837.423999999999,8.199999999999989,0,3857.0,412496,0.09313725490196079,629920.0,361.0,4129024,96100.0,5.318119993844216,3
4293,M19152,M,301.8,310.1,2372,13.9,205,1,32.970800000000004,6759.014000000001,8.300000000000011,0,2849.5,486260,0.06747572815533981,735557.2000000001,193.21,5626384,96162.01000000001,5.327876168789581,3
4294,L51473,L,301.8,310.0,1393,44.9,208,0,62.5457,13009.505599999999,8.199999999999989,0,9339.199999999999,289744,0.21483253588516746,431830.0,2016.0099999999998,1940449,96100.0,5.342334251964811,3
4295,M19154,M,301.7,310.1,1743,27.3,210,0,47.5839,9992.619,8.400000000000034,0,5733.0,366030,0.12938388625592417,540504.3,745.2900000000001,3038049,96162.01000000001,5.351858133476067,3
4296,L51475,L,301.8,310.2,1457,40.4,213,0,58.86279999999999,12537.776399999999,8.399999999999977,1,8605.199999999999,310341,0.18878504672897195,451961.39999999997,1632.1599999999999,2122849,96224.04,5.365976015021851,3
4297,L51476,L,301.8,310.2,2825,5.8,215,1,16.385,3522.7750000000005,8.399999999999977,1,1247.0,607375,0.026851851851851852,876315.0,33.64,7980625,96224.04,5.375278407684165,3
4298,M19157,M,301.8,310.2,1609,34.2,217,0,55.027800000000006,11941.0326,8.399999999999977,1,7421.400000000001,349153,0.15688073394495414,499111.8,1169.64,2588881,96224.04,5.384495062789089,3
4299,M19158,M,301.8,310.2,1437,42.3,0,0,60.7851,0.0,8.399999999999977,1,0.0,0,42.3,445757.39999999997,1789.2899999999997,2064969,96224.04,0.0,0
4300,L51479,L,301.7,310.1,1402,50.1,3,0,70.2402,210.7206,8.400000000000034,0,150.3,4206,12.525,434760.2,2510.01,1965604,96162.01000000001,1.3862943611198906,0
4301,M19160,M,301.7,310.1,1644,34.6,5,0,56.882400000000004,284.41200000000003,8.400000000000034,0,173.0,8220,5.766666666666667,509804.4,1197.16,2702736,96162.01000000001,1.791759469228055,0
4302,L51481,L,301.7,310.2,1471,51.1,8,0,75.16810000000001,601.3448000000001,8.5,1,408.8,11768,5.677777777777778,456304.2,2611.21,2163841,96224.04,2.1972245773362196,0
4303,L51482,L,301.7,310.1,2695,12.6,10,0,33.957,339.57,8.400000000000034,0,126.0,26950,1.1454545454545455,835719.5000000001,158.76,7263025,96162.01000000001,2.3978952727983707,0
4304,L51483,L,301.7,310.2,1435,48.1,12,0,69.0235,828.2819999999999,8.5,1,577.2,17220,3.7,445137.0,2313.61,2059225,96224.04,2.5649493574615367,0
4305,L51484,L,301.6,310.1,1694,26.3,14,0,44.552200000000006,623.7308,8.5,0,368.2,23716,1.7533333333333334,525309.4,691.69,2869636,96162.01000000001,2.70805020110221,0
4306,L51485,L,301.6,310.1,1687,26.6,16,0,44.8742,717.9872,8.5,0,425.6,26992,1.5647058823529412,523138.7,707.5600000000001,2845969,96162.01000000001,2.833213344056216,0
4307,L51486,L,301.6,310.0,1869,22.9,18,0,42.8001,770.4018,8.399999999999977,0,412.2,33642,1.2052631578947368,579390.0,524.41,3493161,96100.0,2.9444389791664403,0
4308,L51487,L,301.4,309.9,1259,63.9,20,1,80.45009999999999,1609.002,8.5,0,1278.0,25180,3.0428571428571427,390164.1,4083.21,1585081,96038.00999999998,3.044522437723423,0
4309,H33722,H,301.4,309.9,1460,47.2,22,0,68.912,1516.064,8.5,0,1038.4,32120,2.0521739130434784,452453.99999999994,2227.84,2131600,96038.00999999998,3.1354942159291497,0
4310,M19169,M,301.3,309.9,1501,39.5,27,0,59.2895,1600.8165,8.599999999999966,0,1066.5,40527,1.4107142857142858,465159.89999999997,1560.25,2253001,96038.00999999998,3.332204510175204,0
4311,L51490,L,301.4,310.0,1776,25.6,30,0,45.46560000000001,1363.9680000000003,8.600000000000023,0,768.0,53280,0.8258064516129032,550560.0,655.3600000000001,3154176,96100.0,3.4339872044851463,0
4312,M19171,M,301.5,310.1,1468,40.8,32,0,59.8944,1916.6208,8.600000000000023,0,1305.6,46976,1.2363636363636363,455226.80000000005,1664.6399999999999,2155024,96162.01000000001,3.4965075614664802,0
4313,L51492,L,301.5,310.1,1430,46.5,35,0,66.495,2327.3250000000003,8.600000000000023,0,1627.5,50050,1.2916666666666667,443443.00000000006,2162.25,2044900,96162.01000000001,3.58351893845611,0
4314,L51493,L,301.4,310.1,1502,46.6,37,0,69.9932,2589.7484,8.700000000000045,0,1724.2,55574,1.2263157894736842,465770.2,2171.56,2256004,96162.01000000001,3.6375861597263857,0
4315,H33728,H,301.4,310.1,1623,32.3,39,0,52.42289999999999,2044.4930999999997,8.700000000000045,0,1259.6999999999998,63297,0.8074999999999999,503292.30000000005,1043.2899999999997,2634129,96162.01000000001,3.6888794541139363,0
4316,M19175,M,301.4,310.0,1651,29.8,44,0,49.1998,2164.7912,8.600000000000023,0,1311.2,72644,0.6622222222222223,511810.0,888.0400000000001,2725801,96100.0,3.8066624897703196,0
4317,L51496,L,301.5,310.1,1639,33.4,47,0,54.742599999999996,2572.9022,8.600000000000023,0,1569.8,77033,0.6958333333333333,508253.9,1115.56,2686321,96162.01000000001,3.871201010907891,0
4318,M19177,M,301.5,310.0,1417,44.6,49,0,63.19820000000001,3096.7118000000005,8.5,0,2185.4,69433,0.892,439270.0,1989.16,2007889,96100.0,3.912023005428146,0
4319,L51498,L,301.5,310.1,1541,42.2,52,0,65.03020000000001,3381.5704000000005,8.600000000000023,0,2194.4,80132,0.7962264150943397,477864.10000000003,1780.8400000000001,2374681,96162.01000000001,3.970291913552122,0
4320,M19179,M,301.6,310.2,1411,45.1,54,0,63.6361,3436.3494,8.599999999999966,1,2435.4,76194,0.8200000000000001,437692.2,2034.0100000000002,1990921,96224.04,4.007333185232471,1
4321,L51500,L,301.7,310.3,1397,44.6,57,0,62.306200000000004,3551.4534000000003,8.600000000000023,1,2542.2000000000003,79629,0.7689655172413793,433489.10000000003,1989.16,1951609,96286.09000000001,4.060443010546419,1
4322,L51501,L,301.7,310.2,1686,28.9,59,0,48.72539999999999,2874.7985999999996,8.5,1,1705.1,99474,0.48166666666666663,522997.19999999995,835.2099999999999,2842596,96224.04,4.0943445622221,1
4323,M19182,M,301.7,310.1,1431,44.0,61,0,62.964,3840.804,8.400000000000034,0,2684.0,87291,0.7096774193548387,443753.10000000003,1936.0,2047761,96162.01000000001,4.127134385045092,1
4324,L51503,L,301.8,310.3,1341,50.5,64,1,67.7205,4334.112,8.5,1,3232.0,85824,0.7769230769230769,416112.3,2550.25,1798281,96286.09000000001,4.174387269895637,1
4325,L51504,L,301.7,310.2,1486,43.0,66,0,63.898,4217.268,8.5,1,2838.0,98076,0.6417910447761194,460957.2,1849.0,2208196,96224.04,4.204692619390966,1
4326,L51505,L,301.6,310.2,1384,57.1,68,0,79.02640000000001,5373.7952000000005,8.599999999999966,1,3882.8,94112,0.827536231884058,429316.8,3260.4100000000003,1915456,96224.04,4.23410650459726,1
4327,L51506,L,301.6,310.1,1362,55.8,70,1,75.99959999999999,5319.971999999999,8.5,0,3906.0,95340,0.7859154929577464,422356.2,3113.64,1855044,96162.01000000001,4.2626798770413155,1
4328,H33741,H,301.7,310.1,1660,29.3,72,0,48.638,3501.9359999999997,8.400000000000034,0,2109.6,119520,0.40136986301369865,514766.00000000006,858.49,2755600,96162.01000000001,4.290459441148391,1
4329,L51508,L,301.6,310.1,1326,48.2,77,1,63.9132,4921.316400000001,8.5,0,3711.4,102102,0.617948717948718,411192.60000000003,2323.2400000000002,1758276,96162.01000000001,4.356708826689592,1
4330,L51509,L,301.6,310.0,1566,30.3,79,0,47.4498,3748.5342,8.399999999999977,0,2393.7000000000003,123714,0.37875000000000003,485460.0,918.09,2452356,96100.0,4.382026634673881,1
4331,L51510,L,301.5,309.8,1549,38.5,81,0,59.6365,4830.5565,8.300000000000011,0,3118.5,125469,0.4695121951219512,479880.2,1482.25,2399401,95976.04000000001,4.406719247264253,1
4332,M19191,M,301.6,309.9,1746,31.1,83,0,54.3006,4506.9498,8.299999999999955,0,2581.3,144918,0.37023809523809526,541085.3999999999,967.21,3048516,96038.00999999998,4.430816798843313,1
4333,M19192,M,301.7,309.9,1452,41.5,86,0,60.258,5182.188,8.199999999999989,0,3569.0,124872,0.47701149425287354,449974.8,1722.25,2108304,96038.00999999998,4.465908118654584,1
4334,L51513,L,301.6,309.8,1588,33.9,89,0,53.8332,4791.1548,8.199999999999989,0,3017.1,141332,0.37666666666666665,491962.4,1149.2099999999998,2521744,95976.04000000001,4.499809670330265,1
4335,L51514,L,301.6,309.8,1472,42.5,91,0,62.56,5692.96,8.199999999999989,0,3867.5,133952,0.46195652173913043,456025.60000000003,1806.25,2166784,95976.04000000001,4.5217885770490405,1
4336,L51515,L,301.7,309.9,1607,37.7,93,0,60.5839,5634.3027,8.199999999999989,0,3506.1000000000004,149451,0.4010638297872341,498009.3,1421.2900000000002,2582449,96038.00999999998,4.543294782270004,1
4337,H33750,H,301.6,309.9,1423,53.6,95,0,76.2728,7245.916,8.299999999999955,0,5092.0,135185,0.5583333333333333,440987.69999999995,2872.96,2024929,96038.00999999998,4.564348191467836,1
4338,L51517,L,301.6,309.9,1440,43.4,100,0,62.496,6249.6,8.299999999999955,0,4340.0,144000,0.4297029702970297,446255.99999999994,1883.56,2073600,96038.00999999998,4.61512051684126,1
4339,L51518,L,301.6,309.9,1397,43.7,102,0,61.0489,6226.987800000001,8.299999999999955,0,4457.400000000001,142494,0.4242718446601942,432930.3,1909.6900000000003,1951609,96038.00999999998,4.634728988229636,1
4340,L51519,L,301.7,309.9,1524,46.6,104,0,71.01840000000001,7385.913600000002,8.199999999999989,0,4846.400000000001,158496,0.4438095238095238,472287.6,2171.56,2322576,96038.00999999998,4.653960350157523,1
4341,M19200,M,301.7,309.9,1533,40.9,106,0,62.6997,6646.1682,8.199999999999989,0,4335.4,162498,0.3822429906542056,475076.69999999995,1672.81,2350089,96038.00999999998,4.672828834461906,1
4342,L51521,L,301.7,309.8,1398,46.0,109,0,64.308,7009.572000000001,8.100000000000023,0,5014.0,152382,0.41818181818181815,433100.4,2116.0,1954404,95976.04000000001,4.700480365792417,2
4343,M19202,M,301.7,309.8,1284,68.2,111,1,87.5688,9720.1368,8.100000000000023,0,7570.200000000001,142524,0.6089285714285715,397783.2,4651.240000000001,1648656,95976.04000000001,4.718498871295094,2
